Indicator,Groups,State,Subgroup,Phase,TimePeriod,TimePeriodLabel,TimePeriodStartDate,TimePeriodEndDate,Value,LowCI,HighCI,ConfidenceInterval,QuartileRange
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,25,20.7,29.7,25.2,24.5
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.8,26.6,37.4,32.0,32.099999999999994
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,28.3,23.7,33.3,28.5,29.3
Symptoms of Anxiety Disorder,By State,Montana,Montana,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,27.8,24.5,31.4,27.95,29.3
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,25,20.8,29.6,25.200000000000003,24.5
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.4,34.4,42.6,38.5,37.349999999999994
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.2,25.2,37.7,31.450000000000003,32.099999999999994
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.8,26.4,35.4,30.9,29.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39,34,44.2,39.1,37.349999999999994
Symptoms of Anxiety Disorder,By State,New York,New York,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,26.9,23.6,30.5,27.05,24.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,29.1,25.3,33.2,29.25,29.3
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,28.7,23.3,34.6,28.950000000000003,29.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,27.7,24.3,31.2,27.75,24.5
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39,33.8,44.3,39.05,37.349999999999994
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,37.1,33,41.4,37.2,37.349999999999994
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.7,29.7,35.8,32.75,32.099999999999994
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,28.2,24.5,32.2,28.35,29.3
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.4,26.5,36.6,31.55,32.099999999999994
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,24.2,19.2,29.8,24.5,24.5
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.8,26.2,35.8,31.0,29.3
Symptoms of Anxiety Disorder,By State,Texas,Texas,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.1,28.8,35.4,32.1,32.099999999999994
Symptoms of Anxiety Disorder,By State,Utah,Utah,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,33.3,29.1,37.6,33.35,32.099999999999994
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,25,19.8,30.9,25.35,24.5
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.9,27.6,36.5,32.05,32.099999999999994
Symptoms of Anxiety Disorder,By State,Washington,Washington,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.5,27.2,34,30.6,29.3
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.7,28.3,41.5,34.9,37.349999999999994
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,21.3,17.6,25.4,21.5,24.5
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,23.7,19.4,28.3,23.85,24.5
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.1,35.4,36.9,36.15,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,50,47.6,52.4,50.0,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,40.8,39.3,42.4,40.849999999999994,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.5,37,40,38.5,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.3,34.5,38.2,36.35,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,27.4,25.7,29.1,27.4,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,19.3,17.2,21.6,19.4,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,14.6,10.8,19.2,15.0,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.4,31.3,33.5,32.4,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.6,38.6,40.7,39.650000000000006,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,42.3,39.9,44.7,42.3,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.1,33.3,34.9,34.099999999999994,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.1,36.8,41.5,39.15,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,27.8,24.4,31.4,27.9,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,45.1,41.2,48.9,45.05,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,43.6,39.9,47.3,43.599999999999994,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.1,36.5,39.6,38.05,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.1,37.6,40.7,39.150000000000006,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,29.2,28.1,30.3,29.200000000000003,27.85
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38,33.2,43,38.1,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,37.1,32.8,41.5,37.15,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,40.1,37.2,42.9,40.05,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.2,33.2,43.3,38.25,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.1,36.3,42,39.15,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.4,26.5,36.7,31.6,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.4,34.8,44.1,39.45,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.9,26.2,36,31.1,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,43.1,37.9,48.4,43.15,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.7,36.4,43.1,39.75,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.3,31.8,41,36.4,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,29.4,25.4,33.6,29.5,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.7,27.7,36,31.85,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.2,30.8,37.7,34.25,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,35.9,31.6,40.4,36.0,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,37.4,33,41.9,37.45,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.9,27.6,38.5,33.05,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.3,33.1,43.7,38.400000000000006,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,46.8,41.5,52.2,46.85,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,28.7,23.8,34,28.9,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,33.3,29.9,36.8,33.349999999999994,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,33.7,29.6,38,33.8,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.9,29.2,34.7,31.950000000000003,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.6,26.2,35.4,30.799999999999997,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,37.6,31.8,43.6,37.7,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.9,27.8,38.2,33.0,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,30.9,26.9,35.1,31.0,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.2,26.7,35.9,31.299999999999997,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,45.6,41.6,49.6,45.6,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.4,28.2,40.9,34.55,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.1,29.6,38.8,34.2,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,42.5,37.7,47.4,42.55,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.9,29.4,36.7,33.05,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.1,30.2,38.3,34.25,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,33,27.2,39.2,33.2,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31.6,28.2,35.1,31.65,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,44.5,39.2,49.8,44.5,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,42.4,38.3,46.6,42.45,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,39.8,36.1,43.5,39.8,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,32.9,29.1,36.8,32.95,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.4,29.5,39.6,34.55,33.1
Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,31,25.1,37.4,31.25,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.6,31.5,42,36.75,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.2,32.9,39.6,36.25,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,37.2,33,41.6,37.3,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,27.9,22.1,34.3,28.2,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,36.9,32.5,41.4,36.95,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,34.7,31.3,38.2,34.75,36.4
Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,38.4,31.8,45.3,38.55,42.599999999999994
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,24.6,20.7,28.8,24.75,28.15
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,1,8,June 18 - June 23,2020-06-18T00:00:00,2020-06-23T00:00:00,28.4,23.4,33.8,28.599999999999998,28.15
Symptoms of Depressive Disorder,National Estimate,United States,United States,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.9,26.1,27.7,26.9,27.85
Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,36.6,34.4,38.8,36.599999999999994,27.85
Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,30.7,29.2,32.3,30.75,27.85
Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,27.7,26.3,29.2,27.75,27.85
Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,27.1,25.4,28.7,27.049999999999997,27.85
Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,20.5,19,22,20.5,27.85
Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,16.1,14.1,18.3,16.2,27.85
Symptoms of Depressive Disorder,By Age,United States,80 years and above,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,15.2,10.8,20.5,15.65,27.85
Symptoms of Depressive Disorder,By Sex,United States,Male,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,25,23.8,26.1,24.950000000000003,27.85
Symptoms of Depressive Disorder,By Sex,United States,Female,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,28.8,27.7,29.8,28.75,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,31.1,29,33.2,31.1,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,24.9,24.1,25.8,24.950000000000003,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,30.9,28.6,33.2,30.900000000000002,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,21.5,18.6,24.7,21.65,27.85
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,36.8,33.2,40.4,36.8,27.85
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,37.1,33.2,41.2,37.2,27.85
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,28.7,27,30.5,28.75,27.85
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,30,28.9,31,29.95,27.85
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,19.4,18.5,20.3,19.4,27.85
Symptoms of Depressive Disorder,By State,Alabama,Alabama,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.5,21.4,32,26.7,27.5
Symptoms of Depressive Disorder,By State,Alaska,Alaska,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,23.8,19.1,28.9,24.0,21.4
Symptoms of Depressive Disorder,By State,Arizona,Arizona,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,32.7,28.7,36.9,32.8,31.75
Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,29.6,26,33.5,29.75,31.75
Symptoms of Depressive Disorder,By State,California,California,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,27.6,24.9,30.6,27.75,27.5
Symptoms of Depressive Disorder,By State,Colorado,Colorado,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.1,21.6,31,26.3,27.5
Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,24,20.5,27.7,24.1,24.95
Symptoms of Depressive Disorder,By State,Delaware,Delaware,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,25.4,20.8,30.4,25.6,24.95
Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,27.6,22.4,33.2,27.8,27.5
Symptoms of Depressive Disorder,By State,Florida,Florida,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,31.8,28,35.9,31.95,31.75
Symptoms of Depressive Disorder,By State,Georgia,Georgia,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,31.4,26.6,36.5,31.55,31.75
Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,28.2,22.3,34.6,28.450000000000003,27.5
Symptoms of Depressive Disorder,By State,Idaho,Idaho,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,29.5,25.4,33.9,29.65,31.75
Symptoms of Depressive Disorder,By State,Illinois,Illinois,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,28.1,24.2,32.2,28.200000000000003,27.5
Symptoms of Depressive Disorder,By State,Indiana,Indiana,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.2,22.8,29.8,26.3,27.5
Symptoms of Depressive Disorder,By State,Iowa,Iowa,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,23.1,19.1,27.6,23.35,21.4
Symptoms of Depressive Disorder,By State,Kansas,Kansas,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,20.9,17.6,24.5,21.05,21.4
Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.4,22.7,30.4,26.549999999999997,27.5
Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,32.2,27.3,37.4,32.35,31.75
Symptoms of Depressive Disorder,By State,Maine,Maine,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,23.8,18.2,30.2,24.2,21.4
Symptoms of Depressive Disorder,By State,Maryland,Maryland,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,22.1,18.6,26,22.3,21.4
Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,24.2,20.6,28.1,24.35,24.95
Symptoms of Depressive Disorder,By State,Michigan,Michigan,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,23.5,19.9,27.4,23.65,21.4
Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,22.3,18.2,26.8,22.5,21.4
Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,34.4,28.9,40.3,34.599999999999994,31.75
Symptoms of Depressive Disorder,By State,Missouri,Missouri,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,25.6,22.4,28.9,25.65,24.95
Symptoms of Depressive Disorder,By State,Montana,Montana,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,22.2,18.1,26.7,22.4,21.4
Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,22,17.3,27.2,22.25,21.4
Symptoms of Depressive Disorder,By State,Nevada,Nevada,1,9,June 25 - June 30,2020-06-25T00:00:00,2020-06-30T00:00:00,26.8,23.2,30.7,26.95,27.5
