weekending,providername,providercity,residentstotaladmissionscovid-19,residentstotalconfirmedcovid-19,residentstotalsuspectedcovid-19,residentsweeklyalldeaths,residentstotalalldeaths,residentstotalcovid-19deaths,numberofallbeds,totalnumberofoccupiedbeds,staffweeklyconfirmedcovid-19,stafftotalconfirmedcovid-19,staffweeklysuspectedcovid-19,stafftotalsuspectedcovid-19,stafftotalcovid-19deaths,shortageofnursingstaff,shortageofclinicalstaff,shortageofaides,shortageofotherstaff,anycurrentsupplyofn95masks,one-weeksupplyofn95masks,anycurrentsupplyofsurgicalmasks,one-weeksupplyofsurgicalmasks,anycurrentsupplyofeyeprotection,one-weeksupplyofeyeprotection,one-weeksupplyofgowns,anycurrentsupplyofhandsanitizer,threeormoreconfirmedcovid-19casesthisweekorinitialconfirmedcovid-19casethisweek,abletotestorobtainresourcestotestallcurrentresidentswithinnext7days,abletotestorobtainresourcestotestallstaffand/orpersonnelwithinnext7days
2021-03-14T00:00:00,MIDDLEBURY CONVALESCENT HOME,MIDDLEBURY,1,38,0,0,22,14,58,33,0,31,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"VILLA MARIA NURSING & REHAB COMMUNITY, INC",PLAINFIELD,1,0,1,0,1,0,62,54,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,"HEWITT HEALTH & REHABILITATION CENTER, INC",SHELTON,5,36,20,1,26,15,120,80,0,11,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,REGALCARE AT TORRINGTON,TORRINGTON,2,21,52,0,25,13,75,56,1,24,2,36,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-20T00:00:00,WOLCOTT HALL NURSING CTR,TORRINGTON,1,17,3,0,8,0,60,37,2,23,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,"VILLA AT STAMFORD, THE",STAMFORD,10,28,0,0,11,9,128,108,0,5,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,MILFORD HEALTH CARE CENTER INC,MILFORD,24,88,2,1,27,26,120,105,0,20,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,GREENTREE MANOR NURSING & REHA,WATERFORD,0,0,0,2,2,0,90,69,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-09T00:00:00,APPLE REHAB GUILFORD,GUILFORD,4,23,10,0,19,7,90,59,0,11,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-30T00:00:00,GREENTREE MANOR NURSING & REHA,WATERFORD,0,0,0,0,7,0,90,70,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-20T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,11,72,37,0,16,5,92,95,0,10,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,REGALCARE AT TORRINGTON,TORRINGTON,2,19,52,0,22,13,75,61,0,22,0,33,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,"WITHERELL, NATHANIEL",GREENWICH,91,30,12,0,16,16,202,157,0,7,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-26T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,26,52,99,0,26,13,120,96,0,21,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,"VILLA AT STAMFORD, THE",STAMFORD,13,28,0,0,15,9,128,104,0,8,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,ST JOSEPH'S CENTER,TRUMBULL,12,125,11,0,65,42,269,168,3,67,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,HEBREW CENTER FOR HEALTH AND REHABILITATION,WEST HARTFORD,2,42,18,2,50,14,257,193,1,26,0,39,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",WINDSOR,7,8,1,1,35,0,108,87,0,18,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,GLEN HILL CENTER,DANBURY,2,35,3,0,16,8,100,68,0,12,0,4,0,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y
2021-01-24T00:00:00,"FILOSA, FOR NURSING & REHABILITATION",DANBURY,0,6,0,0,5,0,64,50,1,22,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,CASSENA CARE AT NORWALK,NORWALK,33,72,65,0,38,29,150,113,0,31,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,APPLE REHAB FARMINGTON VALLEY,PLAINVILLE,0,28,40,0,16,11,130,95,0,9,1,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-09-06T00:00:00,APPLE REHAB SAYBROOK,OLD SAYBROOK,1,65,46,0,23,17,120,58,0,32,0,21,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,MERIDIAN MANOR,WATERBURY,1,0,4,0,2,0,60,36,0,1,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,10,56,19,0,8,4,92,80,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,CHESTERFIELDS HEALTH CARE CENTER,CHESTER,0,0,9,1,9,2,60,40,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,APPLE REHAB SAYBROOK,OLD SAYBROOK,0,60,37,3,14,13,120,67,3,23,3,19,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2021-03-07T00:00:00,NORWICH SUB-ACUTE AND NURSING,NORWICH,1,24,1,0,32,5,120,74,0,34,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,WOLCOTT HALL NURSING CTR,TORRINGTON,1,6,3,1,8,0,60,37,0,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,AVERY NURSING HOME,HARTFORD,44,97,1,0,46,23,199,131,0,101,0,11,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-20T00:00:00,MIDDLESEX HEALTH CARE CENTER,MIDDLETOWN,38,23,7,1,22,7,150,110,1,21,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,CHESTERFIELDS HEALTH CARE CENTER,CHESTER,0,0,1,0,5,2,60,42,0,0,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,WESTVIEW NURSING CARE & REHAB,DAYVILLE,9,78,36,6,43,14,103,80,0,30,0,48,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,ST MARY HOME,WEST HARTFORD,7,97,9,2,50,10,256,148,0,43,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-03T00:00:00,MERIDIAN MANOR,WATERBURY,1,0,10,0,4,0,60,1,1,6,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-31T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,27,53,102,1,39,13,120,105,0,25,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-18T00:00:00,MIDDLEBURY CONVALESCENT HOME,MIDDLEBURY,0,0,0,0,2,0,58,45,1,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,AVERY NURSING HOME,HARTFORD,18,36,1,0,24,11,199,151,0,53,0,11,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,"FILOSA, FOR NURSING & REHABILITATION",DANBURY,0,2,0,1,1,0,64,56,0,7,0,1,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,MASONICARE HEALTH CENTER,WALLINGFORD,17,8,3,3,91,3,357,310,0,11,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,MILFORD HEALTH CARE CENTER INC,MILFORD,27,111,2,0,42,27,120,96,5,46,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
2020-07-19T00:00:00,ST MARY HOME,WEST HARTFORD,7,97,9,2,26,10,256,146,0,39,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,HEBREW CENTER FOR HEALTH AND REHABILITATION,WEST HARTFORD,2,137,31,0,91,32,257,188,2,71,0,50,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,11,72,37,0,18,5,92,102,0,14,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,HEBREW CENTER FOR HEALTH AND REHABILITATION,WEST HARTFORD,2,42,18,0,45,14,257,195,0,24,0,39,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,MIDDLEBURY CONVALESCENT HOME,MIDDLEBURY,0,0,0,0,1,0,58,47,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,GREENTREE MANOR NURSING & REHA,WATERFORD,0,0,0,0,12,0,90,78,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,NORWICH SUB-ACUTE AND NURSING,NORWICH,0,2,0,1,13,0,120,90,0,2,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,GLEN HILL CENTER,DANBURY,7,45,3,2,40,8,100,82,0,27,0,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,MILFORD HEALTH CARE CENTER INC,MILFORD,27,90,2,0,35,26,120,96,2,23,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,"VILLA MARIA NURSING & REHAB COMMUNITY, INC",PLAINFIELD,15,34,1,1,7,3,62,43,0,12,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,MIDDLESEX HEALTH CARE CENTER,MIDDLETOWN,11,23,7,0,17,4,150,116,0,17,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",WINDSOR,7,1,1,0,32,0,108,86,0,16,0,0,0,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,"WITHERELL, NATHANIEL",GREENWICH,176,50,24,1,27,20,202,163,3,33,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,NEW LONDON SUB-ACUTE AND NURSING,WATERFORD,0,82,1,0,19,14,120,91,0,26,0,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,CASSENA CARE AT NORWALK,NORWALK,34,73,66,0,40,29,150,110,0,31,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,"FILOSA, FOR NURSING & REHABILITATION",DANBURY,0,2,0,0,2,0,64,53,0,8,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",WINDSOR,7,1,1,0,24,0,108,74,0,13,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y
2021-02-07T00:00:00,"HEWITT HEALTH & REHABILITATION CENTER, INC",SHELTON,6,38,20,0,43,15,120,77,0,20,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,GLEN HILL CENTER,DANBURY,2,37,3,0,27,8,100,84,2,19,0,8,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2020-09-06T00:00:00,WOLCOTT HALL NURSING CTR,TORRINGTON,1,5,3,0,4,0,60,37,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-11T00:00:00,WESTVIEW NURSING CARE & REHAB,DAYVILLE,0,0,19,0,13,0,103,93,0,2,1,23,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,ST JOSEPH'S CENTER,TRUMBULL,35,131,14,2,95,44,269,189,2,103,0,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,SALMON BROOK REHAB AND NURSING,GLASTONBURY,21,71,15,2,49,22,126,101,0,44,0,13,1,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,GREENTREE MANOR NURSING & REHA,WATERFORD,88,36,0,1,40,21,90,57,0,23,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,SKYVIEW REHAB AND NURSING,WALLINGFORD,59,66,87,0,14,12,97,76,2,15,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-23T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,10,57,23,0,10,4,92,93,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,"FILOSA, FOR NURSING & REHABILITATION",DANBURY,0,9,0,1,6,0,64,51,1,23,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,"VILLA AT STAMFORD, THE",STAMFORD,16,32,0,0,18,9,128,109,0,16,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-24T00:00:00,APPLE REHAB MIDDLETOWN,MIDDLETOWN,2,30,3,0,6,1,70,50,0,13,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-30T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,26,53,102,1,29,13,120,95,0,21,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-10T00:00:00,CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR,MANCHESTER,87,62,87,1,48,20,120,94,0,70,0,28,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-09T00:00:00,APPLE REHAB FARMINGTON VALLEY,PLAINVILLE,1,46,56,1,30,17,130,82,0,23,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,WESTVIEW NURSING CARE & REHAB,DAYVILLE,0,0,2,2,10,0,103,91,0,0,1,7,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-14T00:00:00,"GROVE MANOR NURSING HOME, INC",WATERBURY,1,29,0,0,1,1,60,45,2,4,0,0,0,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,MERIDIAN MANOR,WATERBURY,0,0,3,0,0,0,60,40,1,1,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,10,57,23,0,13,4,92,93,1,3,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"CAROLTON CHRONIC & CONV HOSP,",FAIRFIELD,9,41,7,0,20,17,160,108,0,48,0,14,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-22T00:00:00,REGALCARE AT GREENWICH,GREENWICH,11,12,0,0,30,14,75,62,0,7,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-03-14T00:00:00,ST MARY HOME,WEST HARTFORD,84,147,9,2,69,17,256,134,0,73,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-15T00:00:00,APPLE REHAB GUILFORD,GUILFORD,4,23,10,0,21,7,90,62,0,11,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-06T00:00:00,APPLE REHAB FARMINGTON VALLEY,PLAINVILLE,1,50,60,0,47,18,130,91,1,27,0,10,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-07T00:00:00,"VILLA MARIA NURSING & REHAB COMMUNITY, INC",PLAINFIELD,0,0,0,0,0,0,62,50,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y
2020-06-28T00:00:00,HEBREW CENTER FOR HEALTH AND REHABILITATION,WEST HARTFORD,2,42,17,2,34,14,257,184,1,23,0,39,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-28T00:00:00,HUGHES HEALTH AND REHABILITATION,WEST HARTFORD,11,72,37,0,18,5,92,102,0,15,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,CASSENA CARE AT STAMFORD,STAMFORD,84,84,92,0,38,29,156,114,0,41,0,25,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,MONTOWESE HEALTH & REHABILITATION CENTER,NORTH HAVEN,55,36,19,0,29,21,120,90,0,10,1,4,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-25T00:00:00,"HEWITT HEALTH & REHABILITATION CENTER, INC",SHELTON,6,37,20,2,33,15,120,81,0,11,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,MASONICARE HEALTH CENTER,WALLINGFORD,17,8,1,3,50,3,357,312,1,9,1,8,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,NEW LONDON SUB-ACUTE AND NURSING,WATERFORD,0,79,1,0,15,14,120,78,0,24,0,0,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,ST JOSEPH'S CENTER,TRUMBULL,15,129,14,0,89,42,269,170,2,86,0,4,0,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y
2020-10-18T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,26,53,102,1,31,13,120,95,0,21,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,REGALCARE AT TORRINGTON,TORRINGTON,0,18,52,0,19,13,75,61,0,22,0,33,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-10-04T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,26,53,102,1,30,13,120,99,0,21,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-12T00:00:00,"VILLA MARIA NURSING & REHAB COMMUNITY, INC",PLAINFIELD,1,0,1,0,1,0,62,56,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-20T00:00:00,MILFORD HEALTH CARE CENTER INC,MILFORD,27,89,2,0,31,26,120,106,0,20,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,GLEN HILL CENTER,DANBURY,2,35,3,0,20,8,100,86,0,13,0,6,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2020-12-20T00:00:00,SKYVIEW REHAB AND NURSING,WALLINGFORD,59,66,87,0,15,12,97,82,0,22,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-31T00:00:00,ST MARY HOME,WEST HARTFORD,6,48,9,0,7,5,256,159,23,36,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-21T00:00:00,BLOOMFIELD HEALTH CARE CENTER,BLOOMFIELD,26,51,89,0,24,13,120,100,0,20,0,17,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,SALMON BROOK REHAB AND NURSING,GLASTONBURY,19,48,11,0,33,20,126,97,0,28,0,12,1,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-19T00:00:00,APPLE REHAB GUILFORD,GUILFORD,4,23,10,0,18,7,90,70,0,11,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-07-05T00:00:00,SKYVIEW REHAB AND NURSING,WALLINGFORD,42,66,85,1,8,10,97,78,0,10,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,"CAROLTON CHRONIC & CONV HOSP,",FAIRFIELD,9,41,7,0,20,17,160,89,2,40,0,13,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,ST MARY HOME,WEST HARTFORD,7,97,9,0,42,10,256,159,0,42,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-08T00:00:00,"GROVE MANOR NURSING HOME, INC",WATERBURY,4,29,0,0,3,1,60,41,1,8,1,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-01-17T00:00:00,CHESTERFIELDS HEALTH CARE CENTER,CHESTER,1,7,10,0,12,2,60,40,0,6,0,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y
2021-02-14T00:00:00,MIDDLEBURY CONVALESCENT HOME,MIDDLEBURY,0,38,0,0,22,14,58,29,0,31,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-21T00:00:00,APPLE REHAB GUILFORD,GUILFORD,4,62,10,0,31,18,90,67,0,32,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-07T00:00:00,"CAROLTON CHRONIC & CONV HOSP,",FAIRFIELD,36,46,8,0,22,17,160,102,0,58,0,14,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,APPLE REHAB SAYBROOK,OLD SAYBROOK,0,65,46,1,19,17,120,57,1,26,2,21,0,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-27T00:00:00,APPLE REHAB MIDDLETOWN,MIDDLETOWN,2,18,0,0,2,0,70,49,0,0,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-01T00:00:00,CASSENA CARE AT NORWALK,NORWALK,34,73,66,0,40,29,150,106,0,31,0,12,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-05-24T00:00:00,MASONICARE HEALTH CENTER,WALLINGFORD,4,8,1,19,19,2,357,305,5,5,2,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-09-13T00:00:00,CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR,MANCHESTER,18,38,87,0,34,12,120,78,0,46,0,28,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,ST MARY HOME,WEST HARTFORD,7,97,9,0,51,10,256,149,2,46,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-06-28T00:00:00,MONTOWESE HEALTH & REHABILITATION CENTER,NORTH HAVEN,52,36,13,0,23,20,120,107,0,9,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2021-02-14T00:00:00,REGALCARE AT GREENWICH,GREENWICH,13,67,0,0,34,18,75,48,0,37,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"WITHERELL, NATHANIEL",GREENWICH,64,30,12,0,16,16,202,158,0,7,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-11-29T00:00:00,"VILLA AT STAMFORD, THE",STAMFORD,13,28,0,0,16,9,128,102,1,10,0,3,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,APPLE REHAB SAYBROOK,OLD SAYBROOK,1,65,46,0,22,17,120,59,0,32,0,21,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-16T00:00:00,"WINDSOR HEALTH AND REHABILITATION CENTER, LLC",WINDSOR,7,1,1,0,29,0,108,77,0,13,0,0,0,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,"VILLA AT STAMFORD, THE",STAMFORD,12,28,0,0,11,9,128,110,0,8,0,1,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,GREENTREE MANOR NURSING & REHA,WATERFORD,0,0,0,0,7,0,90,69,0,2,0,0,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-12-27T00:00:00,"FILOSA, FOR NURSING & REHABILITATION",DANBURY,0,5,0,0,5,0,64,50,1,17,0,2,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
2020-08-02T00:00:00,GLEN HILL CENTER,DANBURY,2,35,3,0,16,8,100,76,0,12,1,5,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
2021-02-28T00:00:00,CASSENA CARE AT NORWALK,NORWALK,43,74,67,0,45,29,150,109,0,36,0,15,0,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y
